zip,lat,lng
02802,41.952,-71.456
02804,41.435,-71.77
02806,41.735,-71.32
02807,41.177,-71.577
02808,41.408,-71.75
02809,41.676,-71.273
02812,41.479,-71.652
02813,41.394,-71.67
02814,41.896,-71.7
02815,41.775,-71.648
02816,41.696,-71.623
02817,41.637,-71.678
02818,41.643,-71.486
02822,41.57,-71.627
02825,41.782,-71.727
02826,41.983,-71.653
02827,41.699,-71.739
02828,41.88,-71.564
02830,41.975,-71.651
02831,41.775,-71.62
02832,41.515,-71.73
02833,41.492,-71.77
02835,41.51,-71.378
02836,41.455,-71.62
02837,41.519,-71.167
02838,41.965,-71.476
02839,41.941,-71.642
02840,41.478,-71.322
02841,41.512,-71.332
02842,41.519,-71.282
02852,41.589,-71.46
02857,41.823,-71.634
02858,41.964,-71.651
02859,41.959,-71.757
02860,41.871,-71.389
02861,41.879,-71.353
02863,41.89,-71.393
02864,41.967,-71.429
02865,41.915,-71.45
02871,41.587,-71.261
02872,41.597,-71.321
02873,41.533,-71.781
02874,41.509,-71.482
02875,41.456,-71.639
02876,41.994,-71.585
02878,41.609,-71.178
02879,41.424,-71.534
02881,41.478,-71.525
02882,41.415,-71.465
02885,41.725,-71.259
02886,41.704,-71.456
02888,41.748,-71.406
02889,41.701,-71.377
02891,41.362,-71.79
02892,41.492,-71.595
02893,41.679,-71.519
02894,41.444,-71.703
02895,42.002,-71.5
02896,41.975,-71.544
02898,41.518,-71.669
02903,41.818,-71.409
02904,41.858,-71.436
02905,41.785,-71.396
02906,41.84,-71.39
02907,41.799,-71.425
02908,41.84,-71.437
02909,41.821,-71.453
02910,41.775,-71.436
02911,41.855,-71.473
02912,41.826,-71.402
02914,41.815,-71.365
02915,41.773,-71.355
02916,41.843,-71.352
02917,41.906,-71.523
02919,41.827,-71.52
02920,41.767,-71.466
02921,41.768,-71.516
03031,42.875,-71.601
03032,42.997,-71.363
03033,42.749,-71.676
03034,43.057,-71.341
03036,42.985,-71.255
03037,43.141,-71.248
03038,42.893,-71.277
03042,43.054,-71.084
03043,42.997,-71.818
03044,43.0,-71.119
03045,43.022,-71.563
03046,43.116,-71.595
03047,42.939,-71.879
03048,42.743,-71.762
03049,42.75,-71.585
03051,42.761,-71.409
03052,42.846,-71.468
03053,42.87,-71.388
03054,42.852,-71.52
03055,42.819,-71.673
03057,42.909,-71.694
03060,42.741,-71.458
03062,42.722,-71.501
03063,42.782,-71.518
03064,42.779,-71.475
03070,42.981,-71.678
03071,42.746,-71.874
03076,42.731,-71.337
03077,43.038,-71.205
03079,42.788,-71.222
03082,42.896,-71.768
03084,42.827,-71.875
03086,42.832,-71.76
03087,42.811,-71.303
03101,42.989,-71.466
03102,43.012,-71.491
03103,42.951,-71.447
03104,43.01,-71.44
03106,43.083,-71.447
03109,42.964,-71.4
03110,42.936,-71.537
03215,43.943,-71.448
03216,43.451,-71.798
03217,43.726,-71.643
03218,43.338,-71.277
03220,43.474,-71.482
03221,43.258,-71.96
03222,43.643,-71.789
03223,43.855,-71.685
03224,43.362,-71.558
03225,43.364,-71.242
03226,43.712,-71.504
03227,43.841,-71.481
03229,43.202,-71.697
03230,43.509,-71.89
03231,43.473,-71.762
03233,43.424,-71.931
03234,43.205,-71.349
03235,43.449,-71.674
03237,43.423,-71.387
03238,43.984,-71.911
03240,43.575,-71.952
03241,43.752,-71.817
03242,43.169,-71.831
03243,43.528,-71.769
03244,43.128,-71.917
03245,43.762,-71.583
03246,43.576,-71.482
03249,43.519,-71.376
03251,44.101,-71.494
03253,43.631,-71.499
03254,43.718,-71.369
03255,43.314,-72.025
03256,43.623,-71.633
03257,43.418,-71.991
03258,43.265,-71.409
03259,43.876,-71.395
03260,43.343,-71.924
03261,43.212,-71.223
03262,44.0,-71.714
03263,43.289,-71.309
03264,43.739,-71.703
03266,43.783,-71.885
03268,43.386,-71.773
03269,43.524,-71.602
03273,43.302,-71.927
03275,43.171,-71.417
03276,43.431,-71.576
03278,43.309,-71.836
03279,43.966,-71.859
03280,43.19,-72.094
03281,43.078,-71.704
03282,43.859,-71.924
03284,43.473,-72.014
03285,43.948,-71.636
03287,43.443,-71.923
03290,43.13,-71.132
03291,43.179,-71.143
03293,43.971,-71.68
03301,43.239,-71.556
03303,43.312,-71.665
03304,43.133,-71.537
03307,43.334,-71.447
03431,42.965,-72.295
03440,43.05,-71.982
03441,42.781,-72.447
03442,43.02,-71.904
03443,42.876,-72.456
03444,42.889,-72.07
03445,43.021,-72.214
03446,42.858,-72.296
03447,42.753,-72.153
03448,43.053,-72.274
03449,42.977,-71.998
03450,42.949,-72.069
03451,42.809,-72.505
03452,42.829,-72.06
03455,42.902,-72.173
03456,43.139,-72.209
03457,42.999,-72.122
03458,42.868,-71.94
03461,42.757,-72.013
03462,42.889,-72.389
03464,43.091,-72.127
03465,42.829,-72.189
03466,42.89,-72.503
03467,42.968,-72.431
03470,42.771,-72.354
03561,44.343,-71.795
03570,44.505,-71.155
03574,44.26,-71.609
03575,44.314,-71.403
03576,44.912,-71.385
03579,44.965,-71.026
03580,44.163,-71.693
03581,44.29,-71.152
03582,44.563,-71.442
03583,44.397,-71.465
03584,44.484,-71.546
03585,44.222,-71.877
03586,44.218,-71.8
03588,44.623,-71.212
03590,44.75,-71.479
03592,45.116,-71.261
03593,44.301,-71.3
03595,44.305,-71.497
03597,44.745,-71.382
03598,44.379,-71.629
03601,43.239,-72.286
03602,43.141,-72.348
03603,43.247,-72.384
03604,43.127,-72.377
03605,43.237,-72.185
03607,43.197,-72.268
03608,43.077,-72.396
03609,43.144,-72.446
03740,44.184,-71.979
03741,43.677,-72.007
03743,43.361,-72.327
03745,43.476,-72.334
03746,43.494,-72.257
03748,43.589,-72.132
03750,43.721,-72.185
03751,43.45,-72.092
03752,43.272,-72.101
03753,43.517,-72.149
03754,43.377,-72.138
03755,43.728,-72.143
03765,44.035,-72.05
03766,43.633,-72.235
03768,43.817,-72.094
03770,43.531,-72.259
03771,44.297,-71.981
03773,43.371,-72.203
03774,44.1,-71.985
03777,43.883,-72.034
03779,43.962,-72.001
03780,44.047,-71.989
03781,43.56,-72.299
03782,43.39,-72.093
03784,43.638,-72.306
03785,44.044,-71.912
03801,43.075,-70.805
03809,43.465,-71.2
03810,43.513,-71.295
03811,42.839,-71.167
03812,44.081,-71.297
03813,44.127,-71.061
03814,43.771,-71.182
03816,43.689,-71.259
03817,43.887,-71.229
03818,43.96,-71.274
03819,42.928,-71.12
03820,43.191,-70.888
03823,43.175,-70.941
03824,43.117,-70.919
03825,43.216,-71.039
03826,42.89,-71.131
03827,42.904,-70.996
03830,43.614,-70.994
03832,43.907,-71.048
03833,42.978,-70.988
03835,43.373,-71.083
03836,43.842,-71.075
03837,43.422,-71.336
03838,44.111,-71.223
03839,43.263,-70.991
03840,43.04,-70.846
03841,42.882,-71.182
03842,42.94,-70.837
03844,42.925,-70.886
03845,44.095,-71.121
03846,44.188,-71.156
03847,44.072,-71.124
03848,42.914,-71.074
03849,43.902,-71.13
03850,43.691,-71.298
03851,43.437,-71.025
03852,43.495,-70.986
03853,43.643,-71.283
03854,43.062,-70.717
03855,43.464,-71.152
03856,43.039,-70.968
03857,43.071,-70.947
03858,42.87,-71.046
03860,44.036,-71.117
03861,43.119,-71.007
03862,42.98,-70.829
03864,43.69,-71.103
03865,42.846,-71.093
03867,43.304,-70.988
03868,43.323,-70.934
03869,43.22,-70.843
03870,43.009,-70.758
03871,42.981,-70.777
03872,43.571,-71.043
03873,42.934,-71.184
03874,42.883,-70.861
03875,43.895,-71.189
03878,43.253,-70.888
03882,43.747,-71.042
03883,43.809,-71.32
03884,43.275,-71.17
03885,43.015,-70.903
03886,43.864,-71.296
03887,43.5,-71.074
03890,43.801,-71.201
03894,43.604,-71.177
03901,43.299,-70.842
03902,43.215,-70.629
03903,43.146,-70.774
03904,43.108,-70.729
03905,43.086,-70.687
03906,43.352,-70.779
03907,43.256,-70.611
03908,43.23,-70.752
03909,43.166,-70.679
03910,43.185,-70.603
03911,43.142,-70.626
04001,43.52,-70.923
04002,43.489,-70.662
04003,43.727,-69.957
04005,43.492,-70.487
04006,43.444,-70.345
04008,44.044,-69.864
04009,44.048,-70.743
04010,43.931,-70.919
04011,43.896,-69.973
04015,43.976,-70.521
04017,43.739,-70.088
04019,43.686,-70.103
04020,43.767,-70.809
04021,43.792,-70.265
04022,43.996,-70.814
04024,43.836,-70.685
04027,43.4,-70.913
04029,43.903,-70.69
04030,43.589,-70.696
04032,43.845,-70.09
04037,44.102,-70.943
04038,43.704,-70.464
04039,43.905,-70.367
04040,44.143,-70.82
04041,43.849,-70.831
04042,43.631,-70.614
04043,43.393,-70.577
04046,43.43,-70.474
04047,43.733,-70.899
04048,43.688,-70.782
04049,43.746,-70.7
04050,43.686,-70.154
04051,44.192,-70.886
04055,43.976,-70.639
04056,43.66,-70.884
04057,44.102,-70.699
04061,43.634,-70.739
04062,43.795,-70.405
04063,43.5,-70.395
04064,43.525,-70.388
04066,43.766,-69.967
04068,43.838,-70.947
04069,43.904,-70.182
04071,43.927,-70.451
04072,43.55,-70.466
04073,43.419,-70.748
04074,43.59,-70.366
04076,43.554,-70.833
04079,43.791,-69.972
04083,43.464,-70.814
04084,43.762,-70.567
04085,43.773,-70.617
04086,43.965,-69.956
04087,43.569,-70.744
04088,44.203,-70.722
04090,43.331,-70.646
04091,43.839,-70.745
04092,43.708,-70.353
04093,43.636,-70.539
04095,43.629,-70.914
04096,43.788,-70.156
04097,43.846,-70.242
04101,43.663,-70.258
04102,43.655,-70.298
04103,43.694,-70.288
04105,43.74,-70.277
04106,43.631,-70.286
04107,43.587,-70.236
04108,43.66,-70.186
04109,43.638,-70.171
04110,43.746,-70.18
04210,44.085,-70.25
04216,44.709,-70.855
04217,44.38,-70.815
04219,44.401,-70.558
04220,44.343,-70.347
04221,44.482,-70.277
04222,43.956,-70.132
04224,44.56,-70.416
04226,44.594,-70.693
04227,44.568,-70.293
04228,44.433,-70.115
04231,44.263,-70.875
04234,44.624,-70.192
04236,44.19,-70.145
04237,44.495,-70.734
04238,44.209,-70.389
04239,44.517,-70.202
04240,44.09,-70.172
04250,44.011,-70.127
04252,44.037,-70.059
04253,44.412,-70.216
04254,44.445,-70.138
04255,44.346,-70.656
04256,44.105,-70.405
04257,44.553,-70.495
04258,44.138,-70.336
04259,44.234,-70.015
04260,43.958,-70.296
04261,44.504,-70.962
04263,44.295,-70.133
04265,44.279,-70.043
04267,44.207,-70.792
04268,44.226,-70.61
04270,44.117,-70.527
04271,44.264,-70.498
04274,44.048,-70.394
04275,44.703,-70.648
04276,44.56,-70.625
04280,44.117,-70.063
04281,44.248,-70.491
04282,44.265,-70.248
04284,44.363,-70.061
04285,44.698,-70.449
04286,44.401,-70.865
04287,44.051,-69.968
04289,44.319,-70.523
04290,44.461,-70.452
04292,44.386,-70.45
04294,44.638,-70.275
04330,44.352,-69.748
04342,44.086,-69.737
04343,44.329,-69.892
04344,44.261,-69.828
04345,44.195,-69.794
04346,44.237,-69.751
04347,44.287,-69.818
04348,44.211,-69.499
04349,44.434,-70.067
04350,44.172,-69.934
04351,44.342,-69.862
04352,44.466,-69.96
04353,44.198,-69.62
04354,44.396,-69.431
04355,44.384,-69.95
04357,44.117,-69.83
04358,44.414,-69.535
04359,44.178,-69.763
04360,44.555,-70.0
04363,44.315,-69.571
04364,44.31,-69.963
04401,44.849,-68.85
04406,45.229,-69.597
04408,44.894,-68.304
04410,45.088,-68.907
04411,44.868,-68.586
04412,44.785,-68.735
04413,45.561,-67.765
04414,45.443,-69.115
04415,45.4,-69.058
